iter	Logloss
0	0.4567652163
1	0.3250795301
2	0.2288546615
3	0.1824827276
4	0.1440031157
5	0.1182981909
6	0.09836127711
7	0.08745930342
8	0.07911574839
9	0.07393727713
10	0.0680577443
11	0.06081934136
12	0.05698758096
13	0.05356184786
14	0.05133103641
15	0.04973078858
16	0.04821414415
17	0.04470905417
18	0.04363543377
19	0.04260365564
20	0.04086335542
21	0.0398710709
22	0.03850966368
23	0.03751038015
24	0.03706276872
25	0.0360019364
26	0.03540108321
27	0.03495144389
28	0.03374533675
29	0.03290809613
30	0.03258149171
31	0.03215207288
32	0.03180338732
33	0.03158572859
34	0.0314167367
35	0.03101342862
36	0.03082750774
37	0.0306938038
38	0.03052711445
39	0.03031747099
40	0.03015328952
41	0.02976877113
42	0.02957096774
43	0.02946964505
44	0.02929493772
45	0.02919134138
46	0.0289279563
47	0.02880545155
48	0.02875420644
49	0.02864194212
50	0.02833585671
51	0.02819862142
52	0.0280420991
53	0.02783553732
54	0.02776554669
55	0.02761261227
56	0.02749305755
57	0.02741139545
58	0.02735455631
59	0.02727748043
60	0.02715876984
61	0.02702569886
62	0.02697364517
63	0.02685114595
64	0.0268001721
65	0.02670738445
66	0.02660930366
67	0.02649881644
68	0.02642911336
69	0.02634393272
70	0.02622218175
71	0.02615356832
72	0.02601627149
73	0.02595964001
74	0.02576377535
75	0.02571346862
76	0.02562444661
77	0.02557563342
78	0.02553835504
79	0.02547503399
80	0.02541173186
81	0.02517083864
82	0.0251015535
83	0.02507835033
84	0.02498778051
85	0.02489286441
86	0.02484265194
87	0.02481917031
88	0.02476373818
89	0.02471593718
90	0.02466106032
91	0.02459624479
92	0.02454226725
93	0.02449775161
94	0.02445146037
95	0.02438107496
96	0.02431170078
97	0.02421986905
98	0.02417079455
99	0.0241294793
100	0.02403520746
101	0.0239855371
102	0.02393987101
103	0.02384810492
104	0.02380135939
105	0.02371803244
106	0.02362835141
107	0.0235858432
108	0.02351665451
109	0.02346580877
110	0.02339286852
111	0.02332483173
112	0.02324921631
113	0.02312940695
114	0.02311094088
115	0.02288528268
116	0.0227903302
117	0.02278528897
118	0.02274291431
119	0.02269639188
120	0.02265734039
121	0.02262871918
122	0.02257678434
123	0.02253029321
124	0.0224936802
125	0.02246491368
126	0.02238572788
127	0.02235471425
128	0.02232781308
129	0.02228069704
130	0.02220737171
131	0.02216261082
132	0.02210715771
133	0.02206431298
134	0.02202847907
135	0.02198310756
136	0.0219572743
137	0.02193941031
138	0.02186696732
139	0.02182084669
140	0.021773253
141	0.02171651789
142	0.02164952131
143	0.02164948873
144	0.02164947053
145	0.02164362167
146	0.02159833661
147	0.02156579052
148	0.02151246723
149	0.02149010603
150	0.02141710743
151	0.02133118418
152	0.02128908351
153	0.02126744859
154	0.02120844573
155	0.02116173349
156	0.0211437814
157	0.02106765098
158	0.02105404636
159	0.02103113219
160	0.02096971521
161	0.02090016906
162	0.02087002124
163	0.02082842642
164	0.02078508583
165	0.0207456717
166	0.02072600787
167	0.02067783517
168	0.02067360399
169	0.02060283371
170	0.02055889004
171	0.0205133983
172	0.02045976911
173	0.0204325292
174	0.02036934982
175	0.02032288941
176	0.02029798027
177	0.02027398327
178	0.02021835782
179	0.02021834871
180	0.02018097559
181	0.02014504798
182	0.02009860856
183	0.02006589869
184	0.02004246084
185	0.02001007397
186	0.01997511561
187	0.01993817268
188	0.01988433809
189	0.01988060567
190	0.01985247724
191	0.0198045553
192	0.01975233423
193	0.01972859974
194	0.01967116868
195	0.01965792557
196	0.01963090205
197	0.01960414421
198	0.0195654902
199	0.01955925242
200	0.01952691888
201	0.01951418903
202	0.01949385273
203	0.01947076256
204	0.01943208922
205	0.01936958055
206	0.019299858
207	0.01927146556
208	0.01922464214
209	0.01919457032
210	0.01916962296
211	0.01913673045
212	0.01910300181
213	0.01908219852
214	0.01907666029
215	0.01905834411
216	0.019017799
217	0.01898041109
218	0.01896033656
219	0.01896032443
220	0.01895768785
221	0.01894154934
222	0.01894151929
223	0.01890163116
224	0.01890159232
225	0.01888060329
226	0.01887598037
227	0.01887597611
228	0.01885190739
229	0.01882320596
230	0.01879975968
231	0.01873702628
232	0.01870478048
233	0.01867321939
234	0.01865224937
235	0.01865224937
236	0.01862713428
237	0.01861427421
238	0.01858070365
239	0.01856086515
240	0.01851997874
241	0.01849349429
242	0.01845120787
243	0.01844461731
244	0.01841479009
245	0.01840585475
246	0.01836885923
247	0.0183425021
248	0.01831643141
249	0.01828671721
250	0.01823893729
251	0.01821442899
252	0.0182043099
253	0.01820429148
254	0.01820429148
255	0.0182042707
256	0.0181817313
257	0.0181622996
258	0.01814265742
259	0.01809933629
260	0.01805267686
261	0.01804012801
262	0.01801121872
263	0.0179834823
264	0.01794295895
265	0.01791895184
266	0.0178876286
267	0.01786155701
268	0.01782144934
269	0.01780383358
270	0.01778744199
271	0.01775830478
272	0.01768671059
273	0.01765278454
274	0.01762721153
275	0.01761390334
276	0.01760104416
277	0.01757516905
278	0.01754273728
279	0.01752056237
280	0.01748713286
281	0.01748706424
282	0.01746741806
283	0.01744437947
284	0.01743208101
285	0.01739166769
286	0.0173590463
287	0.01732682035
288	0.01729503144
289	0.01727038498
290	0.01723780941
291	0.01720086474
292	0.01716290297
293	0.01712791583
294	0.01710779998
295	0.01708924705
296	0.01705794959
297	0.01701711529
298	0.01698125091
299	0.01698124946
